"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7662","Handle Dropdown","chromium","Sun Mar 09 19:11:58 IST 2025","passed","Sun Mar 09 19:12:06 IST 2025","","login.spec.js","",""
